,id,title,focus_sentence,aspect_politics,aspect_humanity,aspect_science,aspect_economy
218,dywo3t-3,CMV: it's unfair for a burden to be placed on everyday people to address climate change,This narrative shifts the blame to people have no control and allows those who could make change to his behind it,,,,
172,ihd9vb-g31mj1x-g30o227-9,Cmv: Humans will not be made extinct by Climate Change,"Even if we magically stopped all of the effects of anthropogenic climate change, we would still go extinct from global warming when the sun changes phases in its life.",,,,
220,j7vw7u-31,CMV: Whether climate change is man-made or not is irrelevant.,"This should come from the people; you can't legislate societal change, it needs to come from the ground up.",,,,
292,bbxyr7-38,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,We had three civilian generations of nuclear reactors: all exceptionally costly in construction and utilise light water cooling solution and burn like 5% of the fuel put into the reactor.,,,,
62,p7h645-7,CMV: Stopping Climate Change from Causing Human Extinction May Require the Developed World to Recolonize Large Parts the Developing World,"And the only realistic way I can see to do it in these countries is having a strong and motivated government set incentives (carbon tax, requiring the use of CO2 neutral materials in construction, regulating fossil fuel companies out of existence, etc) and punish people and organizations who break the rules.",,,,
239,qj8zv5-1,CMV: People who fight for climate change are dishonest and are only looking for purpose,Everybody talks about it in the media non stop and I don't understand how people can fight for climate change the way they do because it is such a dishonest cause.,,,,
90,gwoiuj-2,CMV: Overpopulation (and climate change that comes along with it) is irreversible and going to kill us all.,"I once heavily denied climate change (when I went through my high school conservative phase) but now realize there's not much truth to ""it's perfectly fine"".",,,,
476,csberj-exh4ym1-exdy8up-7,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"Also, lets say climate change is a hoax, whats wrong with forcing a company to dispose of their trash",,,,
414,a0w0rw-4,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,"Sincerely, I have more chances to convince a Flat-Earther that we live on a ""sphere"" rather than being able to convince climate change deniers about the sound peer reviewed science behind climate change.",,,,
299,cj1uik-12,CMV: Humanity can never cope with climate change and global warming and the oncoming disasters with them because humanity can never be united to work together and sort out the mess that is responsible for causing these disasters.,"The goal is unique for the entire world of humans, to work together step by step towards controlling the carbon emission and possibly reverting it.",,,,
159,d7m308-f1928hp-f14lvar-1,CMV: Individuals decreasing their emissions have little effect on climate change,"I think most people believe in climate change because science, facts and arguments, not because people are walking-the-walk.",,,,
492,a2qerv-0,CMV: People should be changing their lifestyles instead of calling for government action when it comes to preventing pollution and slowing climate change.,"The cause for pollution is ourselves: People like to blame companies and corporations for pollution, but in reality, they are just producing that which we demand.",,,,
463,blfh5d-emp7pg5-emp6oo4-9,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"This works well when you're competing with coal and when natural gas is more expensive, but these days gas is so cheap that coal and nuclear don't have the profit margins they used to, so it's tough to make back the initial investment.",,,,
434,dfd2db-1,CMV: Corporations and the Ultra Wealthy CEOs are responsible for climate change,"When I fill up my car with fuel and burn green house gasses, this is the fault of the oil companies because they are the one who sold it to me.",,,,
364,hxxntu-fza2zvd-fz9vx0z-37,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","So in short, while I absolutely think it's necessary to move towards green energy as quickly as possible, this alone won't even approach the kind of impact we need to make.",,,,
252,e0du1x-4,CMV: Climate change will not end the world within the next 100years,"In the big picture global warming will greatly harm sea and animal life but for humans it will only be a nuisance, the only non-agricultural plants we need are trees and algae to produce oxygen, both especially algae are shown to thrive in higher co2 and though the weather will get more extreme this will sure not be the end of human civilization.",,,,
398,r9tzu2-20,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"But we can absolutely have say 50% of our energy coming from renewable by 2030, and something like 90% by 2035.",,,,
267,det9iq-17,"CMV: ""Positive side of climate change facts, after two years of action, heading for 3 Celcius degree with 1.5 Celcius degree well within reach"" is wrong","I mean, to me, climate change is the single most terrible challenge humanity has ever faced because nothing else has threatened the very foundations upon which civilization stands.",,,,
477,paqlx8-ha8nbqx-ha8midc-5,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,"but eventually someone will come along with a way to make a burger that has half the carbon footprint while tasting just as good and at a lower price (because they won't have to pay a carbon tax), and their method will dominate the industry.",,,,
140,r9tzu2-hneo6tj-hnem4tb-3,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"I agree that that's good to do, but given your argument that that part of the problem is already solved, that's less important than spending money on deployment and education, and working on restructuring in incentives to speed the transition.",,,,
318,muah4c-gv4vhtk-gv4u5ix-1,CMV: we will never tackle climate change without massively investing in nuclear energy,"Onto the changing of your view part, nuclear has a few key problems that make it difficult to incorporate into a modern grid alongside renewables.",,,,
129,qps0qw-hjxm12x-hjw76pu-25,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","And supporting the narrative that corporations are the ""real"" polluter isn't counterproductive, because it doesn't have to exclude change in consumer habits, both can and often do work hand in hand.",,,,
16,t5ef90-hz71jky-hz4lqnc-9,CMV: Society will collapse in my lifetime due to climate change,"Climate change mitigation and adaptation will no doubt be expensive, but wealthy countries have the money to do so, and this will (somewhat unfortunately) shield them from the devastation they have wrought.",,,,
420,b5yph1-15,CMV: More than 60% of people believe climate change is real. Yet they aren't willing to change their lifestyle over it. They are hypocrites.,"As it stands today, only 3% of the U.S. population is vegan (comes with tons of other environmental benefits outside of greenhouse gas contribution, as animal agriculture is the number 1 cause of species extinction, deforestation, ocean deadzones, habitat destruction), and only 3% of new cars sold are EV's.",,,,
22,qps0qw-hjxm12x-hjvuo3q-3,"CMV: The current pushback on the traditional Climate Change narrative where people are pointing out that the vast majority of global carbon emissions are caused by large corporations, while true, is counterproductive buck-passing and is not an effective reaction or tactic to address climate change.","If we take western countries, policies can and were made to force companies to do massive change.",,,,
445,bbxyr7-51,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,Betting on renewables and particularly dispersed energy sources like solar & wind instead of developing cheap nuclear power was a criminal mistake that would result in unimaginable amount of death and suffering in the coming decades; particularly in the regions of the world that had the least say in the matter.,,,,
493,j7vw7u-4,CMV: Whether climate change is man-made or not is irrelevant.,"If we accept that it's going to be happening no matter what then we should still be investing money, time, and expertise into moving away from using hydrocarbons and taking \proactive\ steps to reduce the future impacts of things like forest fires and hurricanes that have been growing more and more prevalent.",,,,
290,dso9r0-0,"CMV: Because climate change represents an existential crisis for humanity, it is a morally legitimate casus belli for war with high polluting countries and mandatory population control in high birth rate countries.","Climate change, left unaddressed, will cause the loss of countless human lives and permanently alter global biodiversity and the environment.",,,,
215,p7h645-22,CMV: Stopping Climate Change from Causing Human Extinction May Require the Developed World to Recolonize Large Parts the Developing World,"But you're not going to be able to put a nuclear plant in Afghanistan or somewhere where its vulnerable to local conflict or there's not enough educated people around to run it, because putting a nuclear plant in a conflict zone is a really good way to have a Chernobyl x10 event.",,,,
307,l9ssyl-glk957j-glk135r-14,"CMV: The Green New Deal distracts from climate change, by tying climate change to left-leaning policy/rhetoric. The bill seems designed to raise republican opposition, and is a disappointment/insulting for people who believe that climate change is the #1 issue of our lifetime.","Now, you could make a strong case that there are democratic figures that treat the green new deal as an all-or-nothing no compromise purity test and use it to attack other Democrats in ways that are pretty unproductive.",,,,
234,pgwesg-12,CMV: It's in bad taste to start talking about climate change hours after a tragic weather event,"I know that some people are gonna push back on the idea that talking about climate change is ""pushing a political agenda.",,,,
390,6r2yhj-dl27opk-dl22oyw-31,"CMV: Climate change is following a long, natural cycle rather than from manmade influence.","Since it's so simple, you can model greenhouse gas emissions and predict the change in temperature that you would expect to be caused by it.",,,,
471,t5ef90-hz8h0ig-hz7oxwf-16,CMV: Society will collapse in my lifetime due to climate change,"[EVs replace millions of ICE cars every year, and will be a majority of the global car market by 2034]",,,,
257,aobb82-1,"CMV:High school students who protest against climate change inaction, don't understand how faceted and complex the issue is.","However, after seeing many high school students protest against climate change inaction, I wonder if these students really understand how complex the issue is.",,,,
296,paqlx8-19,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,"I think it is ridiculous when people assert that there is no point in individuals taking steps to be more green (like cutting out single use plastics or going vegan or buying an electric car) because, ""Well it's all the major corporations that are causing these problems"" when we are the reasons these corporations exist.",,,,
389,cj1uik-evcvmry-evcvmry-0,CMV: Humanity can never cope with climate change and global warming and the oncoming disasters with them because humanity can never be united to work together and sort out the mess that is responsible for causing these disasters.,"I was aware of what Paul Ehrlich did and how green revolution changed the way we produce crops, but I'm not sure in sure we can be as successful in avoiding the disaster and suffering that climate change and global warming can cause.",,,,
225,t5ef90-3,CMV: Society will collapse in my lifetime due to climate change,"Now I am not saying humans will go fully extinct or that this societal collapse will happen in 2030 or 2050 but based on current climate change models from the IPCC, we are on track for 3 degrees of warming and limiting warming to 1.5 or 2 degrees is extremely unlikely and a pipe dream at this point.",,,,
28,m2r8jx-gql06tx-gqkznqg-5,"CMV: Climate change is serious, damaging, but not apocalyptic.","For instance, if you assume climate change will eventually shrink the US economy by $100 billion a year, you can justify a $2 trillion investment by looking just 30 or so years in the future.",,,,
67,j7vw7u-3,CMV: Whether climate change is man-made or not is irrelevant.,"The point is that, no matter what, the governments and corporations of the world should be investing more into sustainable technology than they already are. ",,,,
404,j7vw7u-1,CMV: Whether climate change is man-made or not is irrelevant.,"I personally don't believe this argument is realistic since studies show a sharp spike in greenhouse gases and global temperature over the past 100 years uncharacteristic with any long-term trend, however that isn't the point of this CMV.",,,,
457,q6e7rm-hgbn6py-hgbn13k-3,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.",The people you are talking about hate authoritarianism and want to address concerns like this through the market.,,,,
433,jm5egb-8,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"Edit: I have been convinced that we shouldn't be building more nuclear plants because the time, effort, and capital are better spent on the much more viable renewable sources.",,,,
193,paqlx8-ha8nbqx-ha8nbqx-1,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,I absolutely love the idea of a carbon tax and think it would be super effective but realistically it is still going to force a change in a lot of peoples lives.,,,,
279,ek2e4n-23,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"Our educational infrastructure (which could be an entire discussion on its own) is lacking, which means a populace in which the vast majority is scientifically literate is extremely difficult to achieve, and preparing them with facts pertaining to climate change I would argue is even harder.",,,,
356,jm5egb-gatge83-gate54z-22,CMV: Nuclear energy is a viable temporary solution to our climate change problem,"I purposely didn't argue about technology viability because fission reactor technology works, but it's not the main factor that makes or breaks the acceptance of nuclear energy.",,,,
84,cqmrbw-10,"CMV: We've reached, or very close to, the point of no return in terms of climate change and having a habitable world.","I'm not saying all conservative policies are bad, but one thing many of them have in common is denial of climate change or refusal to create legislation or infrastructure to tackle this issue be it because of ignorance or corruption.",,,,
428,ek2e4n-18,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"I see a similarity with other scientific theories that have attracted crackpot criticism, such as the anti-vaccine movement and the flat earth society.",,,,
235,q6e7rm-10,"CMV: While it's not technically too late to mitigate climate change, the conditions required to do so are not going to happen in the time we have left. Most of humanity is going to die, whether through starvation or war.","And the worse climate change gets, the harder it'll be to convince people to give up the few luxuries they have left.",,,,
452,an59pr-efr6yxf-efr3dn4-42,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"I think this latter approach is not as drastic as a complete stop on fossil fuel use, but it is far more ethical.",,,,
146,dklnz9-f4iry3b-f4igsfh-11,"CmV: The discussion should be about pollution, not climate change.","Sun activity has reduced since 1980 or so, yet global temperatures are increasing faster than ever, weirdly enough in line with the increased human activity and rise in emissions.",,,,
392,an59pr-efqz73l-efqv7va-1,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"In other words: For every entity that is convinced to switch to green energy, a new (or existing) user will be incentivized to take their place using fossil fuels.",,,,
201,ee8206-fbr4eql-fbr4eql-2,"CMV: In order to solve many of the climate change-related problems, we need to have solved poverty first.",But Brazil's deforestation problem because of poor people wanting some land may be more because of inequality instead of poverty itself. !,,,,
306,dywo3t-f841hin-f83zxl6-35,CMV: it's unfair for a burden to be placed on everyday people to address climate change,"If he can make $100 million selling oil and $101 million selling green energy, he'd switch over in a second.",,,,
151,aobb82-efznoyw-efzlwx4-0,"CMV:High school students who protest against climate change inaction, don't understand how faceted and complex the issue is.",I guess the problem I have with these students is that they don't provide any real solutions.,,,,
183,b65ulf-ejjs8tf-ejjs8tf-4,CMV: Having children is not a good solution to climate change.,"Most people are not involved in energy innovation and research, which means they're producing carbon emissions without contributing to the betterment of these technologies.",,,,
314,a0w0rw-eal84cb-eal4g1z-0,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,"Yea, but i think the biggest issue is that the deniers are not taking a scientific stand, they are taking a political stand against it.",,,,
85,cqmrbw-17,"CMV: We've reached, or very close to, the point of no return in terms of climate change and having a habitable world.",What's depressing is that I feel like a good majority of the politicians in the world are bribed (sorry lobbied) by corporations that don't care about the environment and preserving a habitable earth in exchange for wealth.,,,,
495,j7vw7u-20,CMV: Whether climate change is man-made or not is irrelevant.,"Similarly, new technologies allowing cheaper living will actually give a way for the existing public pressure surrounding sustainability to enact the change it wants to see.",,,,
439,b2l3vp-2,CMV: I was raised to believe man-made climate change is a myth,"If climate change is truly man-made, I want to take in unbiased, scientific info and get away from the conspiracies I was raised hearing.",,,,
192,paqlx8-ha8nbqx-ha8midc-4,CMV: Everyday people will have to make sacrifices/change their lifestyle for our society as a whole to combat climate change,"That burger you eat might be twice as costly, but you're going to get that money back, so it's not a drastic change to your lifestyle...",,,,
449,digyqk-17,CMV: Accusations towards developing countries to do more about climate change are ridiculous,"You want the thermal power plants near rural Bihar to shut down for their emissions, while at the same time you're reluctant to share technology and invest in companies that would help set up nuclear plants, or solar and wind farms, and build dams to generate electricity.",,,,
222,j7vw7u-46,CMV: Whether climate change is man-made or not is irrelevant.,"The world can only change if enough people want it to, and for that to happen we have to agree what we're fighting for.",,,,
405,j7vw7u-8,CMV: Whether climate change is man-made or not is irrelevant.,"better disaster planning, coastline protection, improved flood defenses, and ways for farming to adapt to cope with summers that are growing longer and hotter. Even if investing in green energy and sustainable resources not derived from fossil fuels won't prevent climate change we should still pursue them as a more sustainable world will always be better to live in than the same world with finite resources.",,,,
158,d7m308-f1928hp-f14d8le-7,CMV: Individuals decreasing their emissions have little effect on climate change,"Consequently, people who care about reducing emissions globally must deal with the fact that their personal behavior is scrutinized by their political opponents.",,,,
360,bx9qvh-eq4sxze-eq4nsyr-10,CMV: Climate change cannot end human civilization.,That's just objectively false because going green means massive structural changes that a lot of industries (particularly current energy generating industries) are actively lobbying against.,,,,
7,a2qerv-eb0l659-eb0cg2w-11,CMV: People should be changing their lifestyles instead of calling for government action when it comes to preventing pollution and slowing climate change.,The government regulates and inspects businesses which produce or handle food to make sure they do not cause a public health problem.,,,,
116,m2r8jx-gqkuu8b-gqkuu8b-1,"CMV: Climate change is serious, damaging, but not apocalyptic.",I guess I feel like it's constantly being suggested that in 100-300 years humanity will go extinct due to climate change and that hasnt been my understanding.,,,,
150,dldqdm-f4qo30i-f4pgsq7-5,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"On the contrary, the forces of progress that have improved life for some many people may counteract the negative impacts of climate change.",,,,
94,ek2e4n-39,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,Businesses and government are not going to do much to help solve the problem.,,,,
238,kwv7es-45,CMV: Global Climate Change can be stunted without reducing the unprecedented excess of luxuries we somehow feel entitled to,"Foil my silly opinion that humans might actually be capable of self-giving acts, responsibility to the larger species as a whole, or willingness to make small changes in their life for the sake of the larger good.",,,,
232,odc0e9-0,CMV: Worrying about climate change is a waste of emotional energy,Let me first clarify: I think it is the moral thing to do to change lifestyle habits in order to reduce the impact of climate change.,,,,
119,odc0e9-h4062z8-h402gbh-20,CMV: Worrying about climate change is a waste of emotional energy,"We still have a long way to go, but change is being lead by individuals making choices about the environment.",,,,
208,dldqdm-f4tgmbu-f4qv52m-1,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"Your original view/argument was that the ONLY moral thing society can do was A, when in fact you, as a member of society, demonstrate that it is not the ONLY thing society can do, but one of many things.",,,,
30,e4cukq-f9akeeu-f99227z-0,CMV: Socialism in it and of itself won't be an effective solution to climate change,"So i think the reason many people think that socialism will help with climate change is the follows: Socialist lefties are pro climate activism, they view the industrial complex as the main source of pollution, and if they come to power, and have majority, enough to take over the means of production from individuals, they will have the power to stop the industrial complex from polluting for personal gain.",,,,
180,hxxntu-fza2zvd-fz9vx0z-10,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","Climate change is going to be devastating to the worlds economy, create constant adverse weather events, extinction rates are going to exponentially increase, and it will create millions of climate refugees.",,,,
258,aobb82-2,"CMV:High school students who protest against climate change inaction, don't understand how faceted and complex the issue is.","In my opinion, these students see climate change more as a political issue rather than a complex economic issue.",,,,
76,muah4c-0,CMV: we will never tackle climate change without massively investing in nuclear energy,"Although some countries make be able to rely solely on renewable energies IF (and that's one hell of an if) new long term energy storage solutions are invented quickly, I don't think there is a way for most countries to lower their emissions both enough and soon enough without relying on nuclear energy.",,,,
69,l9ssyl-3,"CMV: The Green New Deal distracts from climate change, by tying climate change to left-leaning policy/rhetoric. The bill seems designed to raise republican opposition, and is a disappointment/insulting for people who believe that climate change is the #1 issue of our lifetime.","But to summarize the bill in my own words, the Green New Deal calls for essentially every democratic agenda to be passed into law(to include climate change).",,,,
438,b65ulf-9,CMV: Having children is not a good solution to climate change.,I am not convinced that the increased green-energy-related innovation from a larger population would be significant enough to offset the increased CO2 emissions and other ecological stresses that would also accompany population growth.,,,,
303,r9tzu2-hnepklx-hnenlyl-3,CMV: Climate change is a 'solved' issue and humanity and the economy will be just fine.,"Also, don't mistake their becoming scientific solutions and economic momentum for the whole of the solution.",,,,
322,muah4c-gv4vhtk-gv4vhtk-3,CMV: we will never tackle climate change without massively investing in nuclear energy,"I see nuclear as a good way to have a solid baseline of power, over which we can build renewables",,,,
97,b65ulf-0,CMV: Having children is not a good solution to climate change.,"On Tuesday, Senator Mike Lee of Utah spoke in opposition to the Green New Deal bill, saying of climate change that ""the solution to so many of our problems, at all times and in all places, is to fall in love, get married and have some kids.""",,,,
409,pa3sub-2,CMV: You can't prove climate change is man-made,"As a result, I believe that there is no experiment to prove that climate change is real.",,,,
211,dldqdm-f4tgmbu-f4tgmbu-2,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,"It is a though ask though, people have a lot of short-term issues and problems in their lives, to convince a majority of the population to take such individual measures for the sake of future generations seems like an almost impossible task (that is why we have made so little progress imo).",,,,
309,m2r8jx-gqku1ap-gqkrwoy-6,"CMV: Climate change is serious, damaging, but not apocalyptic.",Another tipping point is the melting of permafrost and the desiccation of forests - these will result in an increase of greenhouse gasses in the atmosphere.,,,,
13,l9ssyl-glk957j-glk957j-7,"CMV: The Green New Deal distracts from climate change, by tying climate change to left-leaning policy/rhetoric. The bill seems designed to raise republican opposition, and is a disappointment/insulting for people who believe that climate change is the #1 issue of our lifetime.","Democrats often create an argument such that you either believe in the GND or you are anti climate change, and as you point out, often times it is directed at other democrats.",,,,
120,odc0e9-h4062z8-h403qwh-12,CMV: Worrying about climate change is a waste of emotional energy,"I'm particularly impressed by the young people I meet, the 15 and 16 year olds are really taking this seriously because they worry so much about what the world will look like when they grow up.",,,,
330,8t5hur-e15gcbw-e159e5f-10,CMV: A carbon tax will help fight climate change,"They give us roads, they put us on the moon, they keep us safe, they create amazing research that betters our whole species, not to mention getting free healthcare and a free education.",,,,
280,ek2e4n-31,CMV: Avoiding a climate change apocalypse by 2050 is essentially impossible.,"This, on top of the fact that increasingly more people are attaching their beliefs with their own identities in a society that is increasingly polarized, means that many people will not even acknowledge climate change, let alone act upon it.",,,,
135,qj8zv5-hioth0v-hioth0v-2,CMV: People who fight for climate change are dishonest and are only looking for purpose,"They can make small lifestyle changes, like using less water and driving electric cars, to have a positive impact whereas with all the other problems, those kind of changes would have no impact.",,,,
462,perr6j-hazps55-hazb3fc-4,"CMV: Instead of saying ""global warming"" and ""climate change"" we should call it what it really is: Global Atmospheric Toxification (GAT)","I'm looking at it from a marketing perspective because it's already a tough sell for a lot of people, and I think changing the branding would just make matters worse.",,,,
223,t5ef90-0,CMV: Society will collapse in my lifetime due to climate change,Climate change has an immense impact on all portions of society and will begin to degrade all aspects of human life.,,,,
353,a0w0rw-eakvquy-eakv59w-2,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,"For example, climate change denial requires pretty much only that you believe that most scientists today are misinterpreting data or deliberately misusing it to support their own agenda.",,,,
157,hxxntu-fzakolr-fzakolr-1,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","I am somewhat grappling with this moral issue myself, but not enough to actually contemplate making dramatic lifestyle changes (such as going homeless), if that gives you a better picture of my mindset.",,,,
503,d7m308-2,CMV: Individuals decreasing their emissions have little effect on climate change,Or a nation that invests in nuclear power to make their electricity production carbon neutral.,,,,
315,a0w0rw-eal84cb-eal4g1z-6,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,"Idk, i think many people deny global warming, not based on the science they dont understand, but based on the political party who they dont trust.",,,,
68,j7vw7u-37,CMV: Whether climate change is man-made or not is irrelevant.,"Small scale eco-communes exist, true, and these demonstrate that such a society is broadly possible, but to make it feasible for everyone we need top-down legislation and funding from governments to enforce the change.",,,,
139,perr6j-hazps55-haznma1-3,"CMV: Instead of saying ""global warming"" and ""climate change"" we should call it what it really is: Global Atmospheric Toxification (GAT)","My understanding was that part of the reason we've tried to adopt this term with politics and the public was also to eliminate the confusion of ordinary people who were: A) failing to see warming by looking at short-term or local trends B) not recognizing that the crisis includes major climate issues beyond ""gee its hot today"".",,,,
270,f4gi9s-20,CMV: I don't totally trust the 97% Climate Change Consensus,"I conclude, until I experiment on climate science for myself, or see new evidence come to light from others, I should default to the current opinion that climate change is manmade.",,,,
481,dldqdm-f4tgmbu-f4tgmbu-3,CMV: The only moral thing our society can do on Climate Change is to act (globally) with an Apollo program-like spending to reduce GHG emissions as quickly as possible,It seems like a task that a entity that is used to defend the rights of  generations on a global scale (like a nation's government) should take up.,,,,
65,an59pr-12,CMV: The most ethical course of action is to take very drastic measures to stop climate change,"In the mean time, underdeveloped countries have had the lowest emissions, making them the least responsible, and will be the ones to suffer the most.",,,,
122,odc0e9-h3zkchu-h3zjftd-2,CMV: Worrying about climate change is a waste of emotional energy,"If emotional energy wasn't involved, I doubt people would have cared much about climate change and would not be doing anything to combat it.",,,,
182,b65ulf-ejjs8tf-ejjqx9j-2,CMV: Having children is not a good solution to climate change.,So by adding people to the western world you have diminishing return to omissions and also grow the population to increase the chance of someone being brilliant enough to solve climate change but also in a privileged enough position to explore it.,,,,
494,j7vw7u-15,CMV: Whether climate change is man-made or not is irrelevant.,By moving away from a scarcity economy we'd also remove a major factor in global political and military conflict; resource acquisition.,,,,
442,bbxyr7-27,CMV: Tunnel vision on dispersed energy sources like solar and wind resulted in complete impotency in adressing the issue of emission-driven Climate Change.,"COMPOSITE UTILIZATION WITH FOSSIL FUELS As far as I understand, today with the lack of sufficient grid storage solutions, to compensate for uneven renewables' output due to day cycle and varying weather conditions: fossil fuels, and particularly natural gas, are used; effectively turning renewables into a composite cover-up energy source for conventional hydrocarbons.",,,,
109,dywo3t-f841hin-f83zxl6-43,CMV: it's unfair for a burden to be placed on everyday people to address climate change,in every fossil fuel dumping company on Earth is only doing it because that's what consumers order them to do.,,,,
173,dfd2db-f32gs88-f32gs88-0,CMV: Corporations and the Ultra Wealthy CEOs are responsible for climate change,well the rich get richer and the poor get more poor that is capitalism i think the banksters need to be reigned in and this is the problem with wealth inequality causing climate change tho.,,,,
486,f7u4jw-fijy5go-fijy5go-0,CMV: There is no viable free market solution to climate change,"If the crash was caused by a sudden and drastic funneling of resources away from economic tentpole enterprises and towards companies that are better meeting the demands of the drastically-changed marketplace, wouldn't that inevitably cause a boom?",,,,
185,b2l3vp-eitgf4q-eitdv9c-3,CMV: I was raised to believe man-made climate change is a myth,"In a world where a significant proportion of the population already struggle to survive, should the access to resources necessary to human survival change, our situation becomes worse, the question being how who why when will be impacted, adapt, and move on, without catastrophic consequences for people around the globe.",,,,
99,ee8206-4,"CMV: In order to solve many of the climate change-related problems, we need to have solved poverty first.","That, coupled with a government that doesn't give a damn about environmental issues, will end up starting the desertification of southeastern Brazil.",,,,
350,a0w0rw-eakvquy-eaktxk2-0,CMV: Climate change deniers have as much science comprehension as Flat-Earthers,I find that both climate deniers and flat earthers suffer from the same cherry picking and out right denial of science fact.,,,,
363,hxxntu-fza2zvd-fz9vx0z-20,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly don't think it will significantly affect you, or you are a hypocrite.","California just decommissioned one of their only nuclear power plants, in the name of being green, even though it greatly raised the CO2 cost of their energy production.",,,,
112,t5ef90-hz4plew-hz4cka9-2,CMV: Society will collapse in my lifetime due to climate change,"Sure, there may be natural disasters all over with animals going extinct all over, but society, as it seems at the present, will probably breed resistant strains of vegetable and hardy chickens, able to tolerate the different conditions.",,,,
347,5re4lh-dd6ydle-dd6l6zg-9,"CMV: Even if climate change is not real or man-caused, all of the acts being recommended to counter it should happen anyway.","If you don't have to spend the money on renewable energy, you can spend it on other stuff.",,,,
229,lcge08-1,CMV: the fight against climate change will be impossible because of compromises.,There are too many compromises to make in order to stop the damage from being too big but also to prevent the suffering of some people.,,,,
165,hxxntu-fz9harr-fz9f7ow-9,"CMV: If you truly believe that climate change is an existential threat but you still live like a first world citizen, you either selfishly do not think it will significantly affect you, or you are a hypocrite.","Are we going to wait 50 or 100 years for a scalable and affordable battery that makes wind and solar sensible for 100% of clean energy, or can the people concerned show some contrition and accept that nuclear power is our best near-term hope for not only a growing population and near-zero carbon emissions, but to power desalination plants to avoid desertification?",,,,
416,blfh5d-11,CMV: you can't have a serious plan to reverse climate change without nuclear energy being a central power source,"All in all, the only reason we don't all have clean renewable energy in the form of nuclear power is because we just cant get over the first impression everyone has of nuclear energy.",,,,
174,bx9qvh-eq4sxze-eq4mnep-6,CMV: Climate change cannot end human civilization.,"I think the tools to survive are already in our toolbelt, from nuclear energy replacing carbon fuels to mass carbon capture projects that are already underway.",,,,
227,68tm40-8,CMV: Jailing climate change skeptics violates the right to free speech.,The right to free speech must be respected by any free society because it follows from the right to think.,,,,
271,f4gi9s-21,CMV: I don't totally trust the 97% Climate Change Consensus,"My issue was not with the idea that humans can drastically change their environment; instead, it was with the discussion at hand.",,,,
346,csberj-exh5v7j-exh5v7j-3,CMV: Celebrities and politicians that believe in climate change should adopt extreme lifestyle changes and donate bulk of their $ to the cause.,"Ignoring the fact that he isn't necessarily the most green, he has made gigantic leaps in electric vehicles which is causing a large shift in the industry (to be more green in the long-term).",,,,
504,d7m308-7,CMV: Individuals decreasing their emissions have little effect on climate change,"If a person/company/nation decreases their consumption, that just means that there are more fossil fuels for others to use.",,,,
55,e99ns3-faikn0f-faikn0f-0,CMV: Greta Thunberg is not a productive force for the Climate Change cause,"I have to admit, I didnt know that her action helped achieve actual policy changes in the UK, i'll have to look more into that.",,,,
